gene_id,gene_name,library
ENSG00000229351.1,KRTAP9-11P,gc26
ENSG00000180386.7,KRTAP9-7,gc26
ENSG00000237183.1,KRTAP9-10P,gc26
ENSG00000212658.1,KRTAP29-1,gc26
ENSG00000212657.1,KRTAP16-1,gc26
ENSG00000186860.4,KRTAP17-1,gc26
ENSG00000233014.1,TBC1D3P7,gc26
ENSG00000108516.5,AC003958.6,gc26
ENSG00000006059.3,KRT33A,gc26
ENSG00000131738.10,KRT33B,gc26
ENSG00000131737.5,KRT34,gc26
ENSG00000094796.4,KRT31,gc26
ENSG00000234859.5,AC003958.2,gc26
ENSG00000225438.1,KRT41P,gc26
ENSG00000108417.3,KRT37,gc26
ENSG00000171360.3,KRT38,gc26
ENSG00000236473.1,KRT43P,gc26
ENSG00000108759.3,KRT32,gc26
ENSG00000223125.1,RNU2-32P,gc26
ENSG00000197079.8,KRT35,gc26
ENSG00000126337.13,KRT36,gc26
ENSG00000171401.14,KRT13,gc26
ENSG00000229732.1,AC019349.5,gc26
ENSG00000171346.15,KRT15,gc26
ENSG00000283796.1,MIR6510,gc26
ENSG00000171345.13,KRT19,gc26
ENSG00000226629.1,LINC00974,gc26
ENSG00000171403.9,KRT9,gc26
ENSG00000186847.5,KRT14,gc26
ENSG00000186832.8,KRT16,gc26
ENSG00000128422.15,KRT17,gc26
ENSG00000214514.7,KRT42P,gc26
ENSG00000278954.1,RP13-415G19.2,gc26
ENSG00000173812.10,EIF1,gc26
ENSG00000184502.3,GAST,gc26
ENSG00000173805.15,HAP1,gc26
ENSG00000201920.1,RNA5SP442,gc26
ENSG00000239542.3,RN7SL399P,gc26
ENSG00000173801.16,JUP,gc26
ENSG00000141696.12,P3H4,gc26
ENSG00000141756.18,FKBP10,gc26
ENSG00000141698.16,NT5C3B,gc26
ENSG00000161594.6,KLHL10,gc26
ENSG00000259623.1,RP11-156E6.1,gc26
ENSG00000178502.5,KLHL11,gc26
ENSG00000131473.16,ACLY,gc26
ENSG00000274630.1,RP11-229E13.4,gc26
ENSG00000204815.9,TTC25,gc26
ENSG00000173786.16,CNP,gc26
ENSG00000168259.14,DNAJC7,gc26
ENSG00000168256.17,NKIRAS2,gc26
ENSG00000187595.15,ZNF385C,gc26
ENSG00000267221.2,CTD-2132N18.2,gc26
ENSG00000108771.12,DHX58,gc26
ENSG00000108773.10,KAT2A,gc26
ENSG00000267261.5,CTD-2132N18.3,gc26
ENSG00000260325.1,HSPB9,gc26
ENSG00000108774.14,RAB5C,gc26
ENSG00000267658.1,RP11-358B23.1,gc26
ENSG00000089558.8,KCNH4,gc26
ENSG00000161610.1,HCRT,gc26
ENSG00000167925.15,GHDC,gc26
ENSG00000173757.9,STAT5B,gc26
ENSG00000280295.1,RP11-358B23.6,gc26
ENSG00000267758.1,RP11-358B23.5,gc26
ENSG00000236194.3,AC003104.1,gc26
ENSG00000278829.1,RP11-358B23.7,gc26
ENSG00000126561.16,STAT5A,gc26
ENSG00000168610.14,STAT3,gc26
ENSG00000177469.12,PTRF,gc26
ENSG00000238704.1,RNU7-97P,gc26
ENSG00000033627.16,ATP6V0A1,gc26
ENSG00000264314.1,MIR548AT,gc26
ENSG00000267222.1,RP11-194N12.2,gc26
ENSG00000267632.1,RP11-400F19.18,gc26
ENSG00000283929.1,MIR5010,gc26
ENSG00000267185.1,PTP4A2P1,gc26
ENSG00000108784.9,NAGLU,gc26
ENSG00000266929.1,RP11-400F19.8,gc26
ENSG00000108785.7,HSD17B1P1,gc26
ENSG00000108786.10,HSD17B1,gc26
ENSG00000266962.2,RP11-400F19.6,gc26
ENSG00000068120.14,COASY,gc26
ENSG00000108788.11,MLX,gc26
ENSG00000131470.14,PSMC3IP,gc26
ENSG00000141699.10,FAM134C,gc26
ENSG00000280183.1,RP11-400F19.12,gc26
ENSG00000131462.7,TUBG1,gc26
ENSG00000267189.1,ATP5LP7,gc26
ENSG00000267132.1,HMGB3P27,gc26
ENSG00000037042.8,TUBG2,gc26
ENSG00000068137.14,PLEKHH3,gc26
ENSG00000184451.5,CCR10,gc26
ENSG00000267042.1,CTD-3193K9.4,gc26
ENSG00000108797.11,CNTNAP1,gc26
ENSG00000267765.1,CTD-3193K9.3,gc26
ENSG00000108799.12,EZH1,gc26
ENSG00000275273.1,MIR6780A,gc26
ENSG00000239671.1,CTD-3193K9.1,gc26
ENSG00000273650.1,CTD-3193K9.11,gc26
ENSG00000214578.5,HMGN2P15,gc26
ENSG00000197291.8,RAMP2-AS1,gc26
ENSG00000131477.10,RAMP2,gc26
ENSG00000131475.6,VPS25,gc26
ENSG00000126562.16,WNK4,gc26
ENSG00000183978.7,COA3,gc26
ENSG00000176563.9,CNTD1,gc26
ENSG00000126581.12,BECN1,gc26
ENSG00000278447.1,MIR6781,gc26
ENSG00000131467.10,PSME3,gc26
ENSG00000131480.8,AOC2,gc26
ENSG00000131471.6,AOC3,gc26
ENSG00000260105.6,AOC4P,gc26
ENSG00000213373.7,LINC00671,gc26
ENSG00000252039.1,RNU6-287P,gc26
ENSG00000131482.9,G6PC,gc26
ENSG00000212149.1,SNORA40,gc26
ENSG00000266967.6,AARSD1,gc26
ENSG00000108825.17,PTGES3L-AARSD1,gc26
ENSG00000267060.5,PTGES3L,gc26
ENSG00000198863.7,RUNDC1,gc26
ENSG00000131469.12,RPL27,gc26
ENSG00000068079.7,IFI35,gc26
ENSG00000108828.15,VAT1,gc26
ENSG00000108830.9,RND2,gc26
ENSG00000012048.20,BRCA1,gc26
ENSG00000240828.1,RPL21P4,gc26
ENSG00000198496.10,NBR2,gc26
ENSG00000267681.1,CTD-3199J23.6,gc26
ENSG00000267002.2,RP11-242D8.1,gc26
ENSG00000267595.1,RP11-242D8.2,gc26
ENSG00000267340.1,RP11-242D8.3,gc26
ENSG00000188554.13,NBR1,gc26
ENSG00000184988.8,TMEM106A,gc26
ENSG00000236383.8,LINC00854,gc26
ENSG00000274585.1,RNU2-1,gc26
ENSG00000275616.1,U2,gc26
ENSG00000273709.1,U2,gc26
ENSG00000274432.1,U2,gc26
ENSG00000278048.1,U2,gc26
ENSG00000276596.1,U2,gc26
ENSG00000277903.1,U2,gc26
ENSG00000278774.1,U2,gc26
ENSG00000274862.1,U2,gc26
ENSG00000274062.1,U2,gc26
ENSG00000274452.1,U2,gc26
ENSG00000275219.1,U2,gc26
ENSG00000278591.1,U2,gc26
ENSG00000279602.1,CTD-3014M21.1,gc26
ENSG00000188825.13,LINC00910,gc26
ENSG00000277084.1,RNU2-4P,gc26
ENSG00000252882.1,RNU6-1137P,gc26
ENSG00000175906.4,ARL4D,gc26
ENSG00000251763.1,RNU6-470P,gc26
ENSG00000267151.5,MIR2117HG,gc26
ENSG00000284344.1,MIR2117,gc26
ENSG00000252279.1,RNU6-406P,gc26
ENSG00000252729.1,RNU6-971P,gc26
ENSG00000237888.1,AC087650.1,gc26
ENSG00000067596.10,DHX8,gc26
ENSG00000175832.12,ETV4,gc26
ENSG00000267747.1,RP11-392O1.4,gc26
ENSG00000278109.1,Metazoa_SRP,gc26
ENSG00000005102.12,MEOX1,gc26
ENSG00000267440.1,CTC-501O10.1,gc26
ENSG00000267253.1,RP11-209M4.1,gc26
ENSG00000167941.2,SOST,gc26
ENSG00000108861.8,DUSP3,gc26
ENSG00000231256.7,C17orf105,gc26
ENSG00000267604.1,RP5-905N1.2,gc26
ENSG00000161647.18,MPP3,gc26
ENSG00000161649.12,CD300LG,gc26
ENSG00000108852.14,MPP2,gc26
ENSG00000282199.1,RP11-527L4.5,gc26
ENSG00000267496.4,FAM215A,gc26
ENSG00000267166.5,RP11-527L4.9,gc26
ENSG00000267420.1,RP11-527L4.6,gc26
ENSG00000261514.1,LINC01976,gc26
ENSG00000108849.7,PPY,gc26
ENSG00000131096.10,PYY,gc26
ENSG00000161653.10,NAGS,gc26
ENSG00000091947.9,TMEM101,gc26
ENSG00000221044.2,U3,gc26
ENSG00000161654.9,LSM12,gc26
ENSG00000141349.8,G6PC3,gc26
ENSG00000108840.15,HDAC5,gc26
ENSG00000267638.1,RP11-546M21.6,gc26
ENSG00000212446.1,RNU6-131P,gc26
ENSG00000125319.14,C17orf53,gc26
ENSG00000161664.6,ASB16,gc26
ENSG00000267080.5,ASB16-AS1,gc26
ENSG00000168591.15,TMUB2,gc26
ENSG00000087152.15,ATXN7L3,gc26
ENSG00000267394.1,CTB-175E5.7,gc26
ENSG00000108312.14,UBTF,gc26
ENSG00000275107.1,MIR6782,gc26
ENSG00000260793.2,RP5-882C2.2,gc26
ENSG00000267691.1,SHC1P2,gc26
ENSG00000004939.13,SLC4A1,gc26
ENSG00000239702.3,RN7SL507P,gc26
ENSG00000267750.5,RUNDC3A-AS1,gc26
ENSG00000221496.2,U3,gc26
ENSG00000252628.2,RNU6-453P,gc26
ENSG00000108309.13,RUNDC3A,gc26
ENSG00000013306.15,SLC25A39,gc26
ENSG00000267211.1,RP5-1067M6.3,gc26
ENSG00000030582.17,GRN,gc26
ENSG00000161682.14,FAM171A2,gc26
ENSG00000267634.1,RPL7L1P5,gc26
ENSG00000005961.17,ITGA2B,gc26
ENSG00000186566.12,GPATCH8,gc26
ENSG00000240589.3,RN7SL258P,gc26
ENSG00000283045.1,RP11-764D10.2,gc26
ENSG00000180340.6,FZD2,gc26
ENSG00000271222.1,RP11-1072C15.7,gc26
ENSG00000267384.3,SMCO4P1,gc26
ENSG00000266979.1,LINC01180,gc26
ENSG00000180336.17,MEIOC,gc26
ENSG00000180329.13,CCDC43,gc26
ENSG00000267160.1,RP11-1072C15.4,gc26
ENSG00000279879.1,RP11-1072C15.6,gc26
ENSG00000161692.17,DBF4B,gc26
ENSG00000264251.2,RN7SL819P,gc26
ENSG00000240305.1,RP11-1072C15.1,gc26
ENSG00000073670.13,ADAM11,gc26
ENSG00000267505.1,CTC-296K1.3,gc26
ENSG00000267405.1,CTC-296K1.4,gc26
ENSG00000182963.9,GJC1,gc26
ENSG00000131097.6,HIGD1B,gc26
ENSG00000108883.12,EFTUD2,gc26
ENSG00000264540.2,RN7SL405P,gc26
ENSG00000167131.16,CCDC103,gc26
ENSG00000214447.4,FAM187A,gc26
ENSG00000131095.12,GFAP,gc26
ENSG00000186185.13,KIF18B,gc26
ENSG00000278223.1,MIR6783,gc26
ENSG00000267334.1,CTD-2534I21.8,gc26
ENSG00000131094.3,C1QL1,gc26
ENSG00000267788.1,CTD-2534I21.9,gc26
ENSG00000172992.11,DCAKD,gc26
ENSG00000136448.11,NMT1,gc26
ENSG00000200888.1,Y_RNA,gc26
ENSG00000161714.11,PLCD3,gc26
ENSG00000277249.1,MIR6784,gc26
ENSG00000181513.14,ACBD4,gc26
ENSG00000276728.1,AC142472.6,gc26
ENSG00000186834.3,HEXIM1,gc26
ENSG00000224505.2,AC002117.1,gc26
ENSG00000168517.10,HEXIM2,gc26
ENSG00000267288.2,RP13-890H12.2,gc26
ENSG00000267121.5,CTD-2020K17.1,gc26
ENSG00000184922.13,FMNL1,gc26
ENSG00000233175.2,CTD-2020K17.3,gc26
ENSG00000233483.2,CTD-2020K17.4,gc26
ENSG00000267278.5,MAP3K14-AS1,gc26
ENSG00000184361.12,SPATA32,gc26
ENSG00000006062.14,MAP3K14,gc26
ENSG00000199953.1,RNA5SP443,gc26
ENSG00000267446.1,CTB-39G8.2,gc26
ENSG00000159314.11,ARHGAP27,gc26
ENSG00000267344.1,CTB-39G8.3,gc26
ENSG00000225190.10,PLEKHM1,gc26
ENSG00000236234.1,AC091132.1,gc26
ENSG00000284055.1,MIR4315-1,gc26
ENSG00000214425.7,LRRC37A4P,gc26
ENSG00000278770.1,Metazoa_SRP,gc26
ENSG00000266918.1,RP11-798G7.8,gc26
ENSG00000131484.4,RP11-798G7.5,gc26
ENSG00000267198.1,RP11-798G7.6,gc26
ENSG00000267246.1,RP11-798G7.7,gc26
ENSG00000266504.1,RP11-798G7.4,gc26
ENSG00000264070.1,DND1P1,gc26
ENSG00000280022.1,RP11-707O23.1,gc26
ENSG00000263503.1,MAPK8IP1P2,gc26
ENSG00000204652.6,RPS26P8,gc26
ENSG00000204650.14,LINC02210,gc26
ENSG00000263715.7,LINC02210-CRHR1,gc26
ENSG00000265547.1,RP11-293E1.2,gc26
ENSG00000265964.1,RP11-293E1.1,gc26
ENSG00000120088.14,CRHR1,gc26
ENSG00000264589.2,MAPT-AS1,gc26
ENSG00000185294.6,SPPL2C,gc26
ENSG00000186868.15,MAPT,gc26
ENSG00000279685.2,MAPT-IT1,gc26
ENSG00000262881.1,RP11-669E14.4,gc26
ENSG00000274883.1,Metazoa_SRP,gc26
ENSG00000256762.1,STH,gc26
ENSG00000120071.13,KANSL1,gc26
ENSG00000262372.1,RP11-669E14.6,gc26
ENSG00000214401.4,KANSL1-AS1,gc26
ENSG00000238723.1,Y_RNA,gc26
ENSG00000262500.1,MAPK8IP1P1,gc26
ENSG00000262539.1,RP11-259G18.3,gc26
ENSG00000261575.2,RP11-259G18.1,gc26
ENSG00000228696.8,ARL17B,gc26
ENSG00000176681.14,LRRC37A,gc26
ENSG00000265411.1,RN7SL656P,gc26
ENSG00000260075.1,NSFP1,gc26
ENSG00000266497.1,RP11-995C19.2,gc26
ENSG00000238083.7,LRRC37A2,gc26
ENSG00000185829.17,ARL17A,gc26
ENSG00000265315.1,RN7SL199P,gc26
ENSG00000232300.1,FAM215B,gc26
ENSG00000073969.18,NSF,gc26
ENSG00000213326.4,RPS7P11,gc26
ENSG00000108379.9,WNT3,gc26
ENSG00000158955.10,WNT9B,gc26
ENSG00000262031.1,LINC01974,gc26
ENSG00000261886.1,RP11-63A1.1,gc26
ENSG00000210709.1,RNU6ATAC3P,gc26
ENSG00000108433.16,GOSR2,gc26
ENSG00000262633.2,RP11-156P1.2,gc26
ENSG00000264999.1,MIR5089,gc26
ENSG00000179673.4,RPRML,gc26
ENSG00000263142.5,LRRC37A17P,gc26
ENSG00000262879.5,RP11-156P1.3,gc26
ENSG00000277198.1,RN7SL270P,gc26
ENSG00000004897.11,CDC27,gc26
ENSG00000239291.1,RP5-867C24.1,gc26
ENSG00000262265.1,RP5-867C24.4,gc26
ENSG00000261872.1,RP5-867C24.5,gc26
ENSG00000198336.9,MYL4,gc26
ENSG00000259207.7,ITGB3,gc26
ENSG00000259753.1,RP11-290H9.2,gc26
ENSG00000238419.1,RNU7-186P,gc26
ENSG00000276790.1,RP11-290H9.5,gc26
ENSG00000263293.2,THCAT158,gc26
ENSG00000178852.15,EFCAB13,gc26
ENSG00000253347.1,CTD-2026D20.2,gc26
ENSG00000228782.7,MRPL45P2,gc26
ENSG00000141279.15,NPEPPS,gc26
ENSG00000206734.1,Y_RNA,gc26
ENSG00000263766.5,RP11-580I16.2,gc26
ENSG00000108424.9,KPNB1,gc26
ENSG00000264558.1,RP11-138C9.1,gc26
ENSG00000198933.9,TBKBP1,gc26
ENSG00000073861.2,TBX21,gc26
ENSG00000006025.11,OSBPL7,gc26
ENSG00000159111.12,MRPL10,gc26
ENSG00000141294.9,LRRC46,gc26
ENSG00000141295.13,SCRN2,gc26
ENSG00000189120.4,SP6,gc26
ENSG00000264243.1,RP11-6N17.1,gc26
ENSG00000266821.1,RP11-6N17.2,gc26
ENSG00000264920.1,RP11-6N17.4,gc26
ENSG00000167182.13,SP2,gc26
ENSG00000234494.7,SP2-AS1,gc26
ENSG00000266601.1,RP11-6N17.3,gc26
ENSG00000108439.9,PNPO,gc26
ENSG00000263798.1,RP11-6N17.9,gc26
ENSG00000264019.1,RP11-6N17.6,gc26
ENSG00000167183.2,PRR15L,gc26
ENSG00000108465.14,CDK5RAP3,gc26
ENSG00000264701.1,RP11-6N17.10,gc26
ENSG00000005243.9,COPZ2,gc26
ENSG00000207947.3,MIR152,gc26
ENSG00000263412.1,RP5-890E16.2,gc26
ENSG00000082641.15,NFE2L1,gc26
ENSG00000266341.1,RP5-890E16.4,gc26
ENSG00000278765.1,RP5-890E16.5,gc26
ENSG00000108468.14,CBX1,gc26
ENSG00000206954.1,RNU6-1201P,gc26
ENSG00000002919.14,SNX11,gc26
ENSG00000141293.15,SKAP1,gc26
ENSG00000221739.1,MIR1203,gc26
ENSG00000263787.1,RP11-456D7.1,gc26
ENSG00000207306.1,RNU6-1152P,gc26
ENSG00000235300.4,THRA1/BTR,gc26
ENSG00000266222.1,RP11-433M22.1,gc26
ENSG00000200538.2,U3,gc26
ENSG00000264451.1,RP11-433M22.2,gc26
ENSG00000206805.1,Y_RNA,gc26
ENSG00000120094.6,HOXB1,gc26
ENSG00000173917.10,HOXB2,gc26
ENSG00000230148.8,HOXB-AS1,gc26
ENSG00000120093.11,HOXB3,gc26
ENSG00000233101.10,HOXB-AS3,gc26
ENSG00000239552.2,HOXB-AS2,gc26
ENSG00000182742.5,HOXB4,gc26
ENSG00000257178.5,RP11-357H14.16,gc26
ENSG00000284038.1,MIR10A,gc26
ENSG00000120075.5,HOXB5,gc26
ENSG00000108511.9,HOXB6,gc26
ENSG00000260027.4,HOXB7,gc26
ENSG00000120068.6,HOXB8,gc26
ENSG00000170689.9,HOXB9,gc26
ENSG00000242207.1,HOXB-AS4,gc26
ENSG00000210741.1,MIR196A1,gc26
ENSG00000272763.1,RP11-357H14.17,gc26
ENSG00000244649.4,LINC02086,gc26
ENSG00000244559.1,CTD-2377D24.2,gc26
ENSG00000242067.1,RPL9P28,gc26
ENSG00000241788.2,COX6B1P2,gc26
ENSG00000159182.4,PRAC1,gc26
ENSG00000229637.3,PRAC2,gc26
ENSG00000273750.1,HOXB13-AS1_1,gc26
ENSG00000277542.1,HOXB13-AS1_2,gc26
ENSG00000263602.1,MIR3185,gc26
ENSG00000159184.7,HOXB13,gc26
ENSG00000242407.1,CTD-2377D24.4,gc26
ENSG00000170703.15,TTLL6,gc26
ENSG00000244514.3,RN7SL125P,gc26
ENSG00000136436.14,CALCOCO2,gc26
ENSG00000248278.1,SUMO2P17,gc26
ENSG00000212565.1,SNORA68,gc26
ENSG00000248895.1,RP11-463M16.5,gc26
ENSG00000159199.13,ATP5G1,gc26
ENSG00000270781.1,RP11-501C14.9,gc26
ENSG00000159202.17,UBE2Z,gc26
ENSG00000159210.9,SNF8,gc26
ENSG00000230532.1,AC091133.1,gc26
ENSG00000200903.1,RNU1-42P,gc26
ENSG00000238804.1,snoU13,gc26
ENSG00000159224.4,GIP,gc26
ENSG00000250838.1,RP11-501C14.5,gc26
ENSG00000159217.9,IGF2BP1,gc26
ENSG00000251461.3,RP11-501C14.6,gc26
ENSG00000255851.2,Metazoa_SRP,gc26
ENSG00000252636.1,RNU6-826P,gc26
ENSG00000251550.1,RP11-501C14.7,gc26
ENSG00000248883.2,B4GALNT2P1,gc26
ENSG00000167080.8,B4GALNT2,gc26
ENSG00000240995.2,RP11-708H21.1,gc26
ENSG00000167083.6,GNGT2,gc26
ENSG00000108798.8,ABI3,gc26
ENSG00000173868.11,PHOSPHO1,gc26
ENSG00000177369.8,FLJ40194,gc26
ENSG00000273500.1,MIR6129,gc26
ENSG00000198740.8,ZNF652,gc26
ENSG00000248714.6,RP11-1079K10.3,gc26
ENSG00000262039.1,RP11-81K2.1,gc26
ENSG00000250948.1,RP11-1079K10.2,gc26
ENSG00000186244.7,RP11-1079K10.1,gc26
ENSG00000167085.11,PHB,gc26
ENSG00000250186.3,RP11-1079K10.4,gc26
ENSG00000207127.1,Y_RNA,gc26
ENSG00000229944.3,EIF4EP2,gc26
ENSG00000249497.1,LINC02075,gc26
ENSG00000279036.1,RP11-81K2.2,gc26
ENSG00000064300.8,NGFR,gc26
ENSG00000249906.1,RP5-1029K10.2,gc26
ENSG00000277478.1,MIR6165,gc26
ENSG00000250310.1,RP5-1029K10.4,gc26
ENSG00000182575.7,NXPH3,gc26
ENSG00000121067.17,SPOP,gc26
ENSG00000121073.13,SLC35B1,gc26
ENSG00000250751.1,RP11-613C6.2,gc26
ENSG00000121104.7,FAM117A,gc26
ENSG00000136504.11,KAT7,gc26
ENSG00000235183.3,RP11-613C6.4,gc26
ENSG00000262837.1,RP11-304F15.7,gc26
ENSG00000176358.15,TAC4,gc26
ENSG00000204584.1,RP11-304F15.3,gc26
ENSG00000248954.1,RP11-304F15.4,gc26
ENSG00000254039.1,RP11-304F15.6,gc26
ENSG00000249176.1,RP11-304F15.5,gc26
ENSG00000199492.1,RNU6-1313P,gc26
ENSG00000108813.10,DLX4,gc26
ENSG00000064195.7,DLX3,gc26
ENSG00000248172.1,RP11-1094H24.3,gc26
ENSG00000246640.1,RP11-1094H24.4,gc26
ENSG00000005884.17,ITGA3,gc26
ENSG00000276851.1,RP5-875H18.9,gc26
ENSG00000005882.11,PDK2,gc26
ENSG00000275025.1,RP5-875H18.10,gc26
ENSG00000250282.1,RP5-875H18.4,gc26
ENSG00000167100.14,SAMD14,gc26
ENSG00000108819.10,PPP1R9B,gc26
ENSG00000236472.1,AC002401.1,gc26
ENSG00000253730.1,RP11-893F2.13,gc26
ENSG00000261959.1,RP11-893F2.14,gc26
ENSG00000108823.15,SGCA,gc26
ENSG00000188662.6,HILS1,gc26
ENSG00000108821.13,COL1A1,gc26
ENSG00000249406.1,RP11-893F2.5,gc26
ENSG00000263176.1,RP11-893F2.15,gc26
ENSG00000251085.1,LINC01969,gc26
ENSG00000249838.1,SUMO2P7,gc26
ENSG00000167105.7,TMEM92,gc26
ENSG00000251179.1,TMEM92-AS1,gc26
ENSG00000015532.9,XYLT2,gc26
ENSG00000279792.1,RP11-893F2.18,gc26
ENSG00000108826.15,MRPL27,gc26
ENSG00000154920.14,EME1,gc26
ENSG00000108829.9,LRRC59,gc26
ENSG00000206824.1,Y_RNA,gc26
ENSG00000253102.1,RP1-117B12.4,gc26
ENSG00000167107.12,ACSF2,gc26
ENSG00000262759.1,MRPS21P9,gc26
ENSG00000136457.9,CHAD,gc26
ENSG00000275897.1,RP11-94C24.13,gc26
ENSG00000136444.9,RSAD1,gc26
ENSG00000249451.1,RP11-94C24.6,gc26
ENSG00000136449.13,MYCBPAP,gc26
ENSG00000049283.17,EPN3,gc26
ENSG00000250286.1,RP11-94C24.8,gc26
ENSG00000006282.20,SPATA20,gc26
ENSG00000250107.1,CACNA1G-AS1,gc26
ENSG00000006283.17,CACNA1G,gc26
ENSG00000250976.1,RP11-94C24.11,gc26
ENSG00000251239.1,CTB-22K21.2,gc26
ENSG00000108846.15,ABCC3,gc26
ENSG00000154945.6,ANKRD40,gc26
ENSG00000262967.1,RP11-294J22.6,gc26
ENSG00000201340.1,Y_RNA,gc26
ENSG00000108848.15,LUC7L3,gc26
ENSG00000278963.1,RP11-294J22.7,gc26
ENSG00000167117.8,LINC00483,gc26
ENSG00000278672.1,MIR8059,gc26
ENSG00000248702.1,RP11-294J22.5,gc26
ENSG00000173714.7,WFIKKN2,gc26
ENSG00000261976.2,RP11-506D12.5,gc26
ENSG00000243521.2,RPL5P33,gc26
ENSG00000141232.4,TOB1,gc26
ENSG00000229980.4,TOB1-AS1,gc26
ENSG00000262006.1,RP11-700H6.4,gc26
ENSG00000247011.2,RP11-700H6.1,gc26
ENSG00000251665.1,RP11-700H6.2,gc26
ENSG00000008294.20,SPAG9,gc26
ENSG00000249870.1,RP11-481C4.1,gc26
ENSG00000239672.7,NME1,gc26
ENSG00000011052.21,NME1-NME2,gc26
ENSG00000243678.11,NME2,gc26
ENSG00000011258.15,MBTD1,gc26
ENSG00000279089.1,RP11-481C4.2,gc26
ENSG00000264895.1,RP11-421E14.2,gc26
ENSG00000011260.13,UTP18,gc26
ENSG00000249383.1,LINC02071,gc26
ENSG00000249982.1,RP11-1018N14.3,gc26
ENSG00000249658.1,RP11-1018N14.4,gc26
ENSG00000225860.2,LINC02072,gc26
ENSG00000267452.1,LINC02073,gc26
ENSG00000187504.6,RPL7P48,gc26
ENSG00000154975.13,CA10,gc26
ENSG00000279743.1,CTB-43I4.1,gc26
ENSG00000263317.1,LINC01982,gc26
ENSG00000226364.1,LINC02089,gc26
ENSG00000227011.3,C17orf112,gc26
ENSG00000262902.1,MTCO1P40,gc26
ENSG00000263252.1,RP11-146P2.1,gc26
ENSG00000262271.1,CTD-2535P7.1,gc26
ENSG00000262518.1,CTD-2535P7.2,gc26
ENSG00000262384.1,RP11-312B18.1,gc26
ENSG00000233380.1,RPS2P48,gc26
ENSG00000141200.7,KIF2B,gc26
ENSG00000263189.1,RP11-618P13.1,gc26
ENSG00000261965.1,ISCA1P3,gc26
ENSG00000263199.1,RP11-372K20.1,gc26
ENSG00000263125.1,ARL2BPP8,gc26
ENSG00000251809.1,RN7SKP14,gc26
ENSG00000141198.14,TOM1L1,gc26
ENSG00000166260.10,COX11,gc26
ENSG00000279059.1,RP11-257O5.2,gc26
ENSG00000275710.1,RP11-257O5.4,gc26
ENSG00000166263.13,STXBP4,gc26
ENSG00000108924.13,HLF,gc26
ENSG00000263096.1,RP11-515O17.2,gc26
ENSG00000262079.1,RP11-515O17.3,gc26
ENSG00000108960.7,MMD,gc26
ENSG00000261873.2,RP11-515E23.1,gc26
ENSG00000236319.2,CTD-2033D24.2,gc26
ENSG00000262135.1,GARSP1,gc26
ENSG00000200107.1,RNU6-1249P,gc26
ENSG00000166292.11,TMEM100,gc26
ENSG00000141179.13,PCTP,gc26
ENSG00000262052.1,RP11-763E3.1,gc26
ENSG00000153930.11,ANKFN1,gc26
ENSG00000261882.1,RP11-502F1.2,gc26
ENSG00000279606.1,RP11-502F1.1,gc26
ENSG00000243058.1,RPL39P33,gc26
ENSG00000183691.4,NOG,gc26
ENSG00000214226.8,C17orf67,gc26
ENSG00000283209.1,RP11-347L15.1,gc26
ENSG00000153933.9,DGKE,gc26
ENSG00000212469.1,RNU6-1158P,gc26
ENSG00000262408.1,RP11-670E13.3,gc26
ENSG00000121060.16,TRIM25,gc26
ENSG00000262112.1,RP11-670E13.5,gc26
ENSG00000284542.1,MIR3614,gc26
ENSG00000274213.1,RP11-670E13.6,gc26
ENSG00000121058.4,COIL,gc26
ENSG00000262298.1,RP5-1107A17.3,gc26
ENSG00000262623.1,RP5-1107A17.2,gc26
ENSG00000121064.12,SCPEP1,gc26
ENSG00000263120.1,RP5-1107A17.4,gc26
ENSG00000261192.1,RNF126P1,gc26
ENSG00000263004.1,RP11-166P13.3,gc26
ENSG00000121057.12,AKAP1,gc26
ENSG00000263089.1,RP11-166P13.4,gc26
ENSG00000153944.10,MSI2,gc26
ENSG00000279555.1,RP11-426D19.1,gc26
ENSG00000279281.1,RP11-226M10.3,gc26
ENSG00000266100.1,RP11-118E18.2,gc26
ENSG00000280028.1,RP11-118E18.1,gc26
ENSG00000263499.1,RP11-118E18.4,gc26
ENSG00000242889.3,RN7SL449P,gc26
ENSG00000238447.1,RNU7-134P,gc26
ENSG00000166329.2,CCDC182,gc26
ENSG00000265542.5,RP11-60A24.3,gc26
ENSG00000222976.1,RN7SKP94,gc26
ENSG00000181610.12,MRPS23,gc26
ENSG00000180891.12,CUEDC1,gc26
ENSG00000264914.1,RP11-343K8.3,gc26
ENSG00000278642.1,RP11-159D12.11,gc26
ENSG00000136451.8,VEZF1,gc26
ENSG00000280233.1,RP11-159D12.3,gc26
ENSG00000266086.1,RP11-159D12.5,gc26
ENSG00000264112.1,RP11-159D12.2,gc26
ENSG00000136450.12,SRSF1,gc26
ENSG00000279069.1,RP11-159D12.6,gc26
ENSG00000266290.1,RP11-159D12.10,gc26
ENSG00000264364.2,DYNLL2,gc26
ENSG00000279207.1,RP11-159D12.8,gc26
ENSG00000141194.5,OR4D1,gc26
ENSG00000229590.3,MSX2P1,gc26
ENSG00000255713.1,OR4D2,gc26
ENSG00000121053.5,EPX,gc26
ENSG00000278627.1,RP11-506H21.5,gc26
ENSG00000011143.16,MKS1,gc26
ENSG00000167419.10,LPO,gc26
ENSG00000005381.7,MPO,gc26
